id,programaAdmicion,edadIngreso,graduado,retiradoPorBajoRendimiento,totalBajosRendimientos,ciudad,sexo,condicionEx,jornada,CantidadSemestres,proSemestral,ingenieria,ciencias,otrasMaterias,creditosAprobados,creditosReprobados,materiasCanceladas,materiasHabilitadas,BajoRendimiento
16689,1,17,0,NO,0.0,1,M,0,DIU,10,3.626,3.7037037037037033,2.8137931034482757,3.8999999999999995,0.768361581920904,0.12429378531073447,0.10344827586206896,0.0,0
16727,0,26,0,SI,3.0,0,M,0,NOC,1,2.93,2.9333333333333336,0.0,0.0,0.13333333333333333,0.26666666666666666,0.6,0.0,1
16753,0,18,1,NO,0.0,0,M,0,NOC,7,3.5200000000000005,3.4682539682539693,3.042857142857143,4.327272727272727,0.9565217391304348,0.043478260869565216,0.0,0.03333333333333333,0
16782,0,22,0,SI,1.0,0,M,0,DIU,1,0.82,0.5,0.9230769230769231,0.0,0.0,1.0,0.0,0.0,1
16796,0,17,1,NO,0.0,0,F,0,NOC,7,3.8000000000000003,3.6968253968253975,3.985714285714286,4.264285714285714,1.0,0.0,0.0,0.03333333333333333,0
16803,1,17,0,NO,0.0,0,M,0,DIU,8,3.4299999999999997,3.6376470588235295,2.3954545454545455,3.6956521739130435,0.7647058823529411,0.1111111111111111,0.1276595744680851,0.02127659574468085,0
16875,0,24,0,NO,0.0,0,M,0,DIU,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
16878,1,16,0,NO,0.0,1,M,0,DIU,4,3.3449999999999998,3.3499999999999996,2.840909090909091,2.9650000000000003,0.7105263157894737,0.11842105263157894,0.16666666666666666,0.041666666666666664,0
16885,0,16,0,NO,1.0,0,M,0,NOC,4,3.175,3.118181818181818,2.7285714285714286,3.6875,0.6612903225806451,0.1774193548387097,0.15789473684210525,0.0,1
16886,0,18,0,NO,2.0,1,M,0,DIU,5,1.89,2.0349999999999997,1.2,2.7642857142857147,0.3563218390804598,0.3793103448275862,0.2857142857142857,0.03571428571428571,1
16889,0,17,0,NO,0.0,1,M,0,NOC,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
16905,0,21,0,NO,2.0,0,M,0,DIU,2,3.585,3.616,0.0,0.0,0.5952380952380952,0.0,0.42857142857142855,0.0,1
17024,0,19,1,NO,0.0,1,F,0,NOC,7,4.11,4.349275362318841,3.7799999999999994,3.911764705882353,0.972972972972973,0.02702702702702703,0.0,0.0,0
17033,0,24,0,NO,2.0,0,M,0,NOC,3,2.29,1.9454545454545453,1.0,4.166666666666667,0.5416666666666666,0.4583333333333333,0.0,0.0,1
17110,0,25,1,NO,0.0,0,F,0,DIU,6,3.6700000000000004,3.8847222222222237,2.75,3.9299999999999997,0.8717948717948718,0.03418803418803419,0.08333333333333333,0.027777777777777776,0
17125,0,16,1,NO,0.0,0,F,0,NOC,7,3.6783333333333332,3.725316455696203,3.323076923076923,3.905882352941176,0.9107142857142857,0.0625,0.02857142857142857,0.0,0
17232,0,19,0,NO,2.0,1,M,0,DIU,5,2.924,2.5249999999999995,2.7214285714285715,3.347058823529412,0.3979591836734694,0.17346938775510204,0.4,0.0,1
17367,0,17,0,NO,1.0,0,M,0,NOC,4,3.2225,3.516666666666666,2.6727272727272724,3.341176470588235,0.6976744186046512,0.23255813953488372,0.06666666666666667,0.06666666666666667,1
17401,0,17,0,NO,1.0,0,M,0,DIU,3,1.9300000000000004,2.1869565217391305,0.5,2.466666666666667,0.32786885245901637,0.47540983606557374,0.21052631578947367,0.05263157894736842,1
17405,0,16,1,NO,0.0,0,M,0,NOC,7,3.76,3.7642857142857147,0.0,0.0,1.0,0.0,0.0,0.0,0
17457,0,22,0,NO,2.0,0,M,0,NOC,2,3.41,2.7714285714285714,0.0,3.5,0.5,0.15,0.2857142857142857,0.14285714285714285,1
17627,0,19,0,NO,0.0,0,M,0,NOC,2,3.58,3.3777777777777778,0.0,3.8333333333333335,0.8181818181818182,0.0,0.125,0.0,0
17648,0,25,0,NO,1.0,0,M,0,NOC,1,0.82,1.55,0.0,0.0,0.0,1.0,0.0,0.0,1
17733,1,23,0,NO,0.0,0,M,0,DIU,1,4.77,4.825,5.0,4.55,1.0,0.0,0.0,0.0,0
17743,0,17,1,NO,0.0,1,M,0,NOC,7,3.722857142857143,3.6882352941176473,3.7600000000000002,3.9214285714285717,0.963302752293578,0.03669724770642202,0.0,0.0,0
17744,0,21,0,NO,2.0,0,M,0,DIU,9,3.3175000000000003,3.1343750000000004,3.069230769230769,3.71,0.6560509554140127,0.14012738853503184,0.1875,0.020833333333333332,1
17812,0,18,0,NO,2.0,0,F,0,DIU,4,2.9475,3.3448275862068964,2.6875,3.5785714285714287,0.7419354838709677,0.25806451612903225,0.0,0.09523809523809523,1
17857,1,17,0,NO,0.0,1,M,0,DIU,2,4.5,4.5375,4.470000000000001,4.4818181818181815,1.0,0.0,0.0,0.0,0
17876,1,17,0,NO,0.0,1,M,0,DIU,3,3.4599999999999995,3.3200000000000003,2.9692307692307693,3.4176470588235293,0.7017543859649122,0.05263157894736842,0.2222222222222222,0.0,0
17895,1,17,0,NO,1.0,0,M,0,DIU,10,3.5261538461538464,3.647058823529412,3.276666666666668,3.975,0.8191489361702128,0.0851063829787234,0.06451612903225806,0.0,1
17961,1,17,0,NO,1.0,0,M,0,DIU,4,2.98,2.6533333333333333,2.7315789473684213,3.329411764705882,0.38095238095238093,0.2261904761904762,0.37037037037037035,0.0,1
17964,1,18,0,NO,2.0,1,M,1,DIU,3,2.063333333333333,1.2153846153846155,1.4538461538461538,3.2363636363636363,0.3695652173913043,0.43478260869565216,0.1875,0.0,1
17985,0,17,0,SI,1.0,1,M,0,NOC,1,1.29,1.275,1.1,1.6000000000000003,0.0,1.0,0.0,0.0,1
18065,0,18,0,NO,2.0,1,M,0,NOC,3,2.565,2.6260869565217386,2.2,3.1800000000000006,0.4375,0.4166666666666667,0.13333333333333333,0.06666666666666667,1
18112,0,16,0,NO,2.0,1,M,0,NOC,4,2.5475,2.604347826086957,1.6,2.727272727272727,0.43137254901960786,0.39215686274509803,0.17647058823529413,0.0,1
18146,0,22,0,NO,1.0,0,F,1,NOC,2,2.63,3.0,2.0,2.5,0.19047619047619047,0.5238095238095238,0.2857142857142857,0.0,1
18162,0,40,0,NO,2.0,1,F,0,DIU,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
18179,0,20,1,NO,0.0,0,M,0,NOC,8,3.9325,3.8625,3.2999999999999994,4.166666666666667,0.8125,0.0,0.2,0.0,0
18225,0,21,0,NO,3.0,0,M,0,NOC,4,0.5,0.5,0.0,0.5,0.0,0.47619047619047616,0.5,0.0,1
18240,0,17,1,NO,0.0,1,M,0,DIU,8,3.89375,4.285964912280702,3.0343750000000003,4.4642857142857135,0.8495575221238938,0.09734513274336283,0.05405405405405406,0.02702702702702703,0
18255,1,19,0,NO,1.0,0,M,0,DIU,3,2.6933333333333334,2.1125,2.21875,3.09,0.4032258064516129,0.3870967741935484,0.2,0.0,1
18256,0,17,1,NO,0.0,0,F,0,NOC,9,3.722,3.8000000000000003,3.3599999999999994,4.7,1.0,0.0,0.0,0.0,0
18288,1,23,0,NO,0.0,0,M,0,DIU,1,3.84,4.1,3.0,4.0,0.4,0.0,0.6428571428571429,0.0,0
18296,0,16,0,NO,1.0,0,M,0,NOC,8,3.3871428571428566,3.2624999999999997,2.8833333333333337,4.154545454545455,0.8117647058823529,0.18823529411764706,0.0,0.0,1
18310,1,23,1,NO,0.0,1,M,0,DIU,10,3.6574999999999998,3.607843137254902,2.7882352941176474,3.5499999999999994,0.6938775510204082,0.08163265306122448,0.20588235294117646,0.0,0
18318,1,16,0,NO,0.0,0,M,0,DIU,7,3.6649999999999996,3.9754716981132074,3.0133333333333336,3.8999999999999995,0.8362068965517241,0.05172413793103448,0.1282051282051282,0.02564102564102564,0
18326,1,17,1,NO,0.0,0,M,0,DIU,12,4.2225,4.251428571428571,3.8249999999999997,0.0,0.7547169811320755,0.0,0.1111111111111111,0.0,0
18346,1,18,1,NO,1.0,0,F,0,DIU,12,3.9260000000000006,3.961224489795918,3.7375000000000003,3.4,0.8356164383561644,0.0,0.15384615384615385,0.0,1
18410,0,17,0,NO,1.0,1,F,0,DIU,5,3.5025000000000004,3.493333333333333,2.0,4.095,0.5679012345679012,0.14814814814814814,0.28,0.0,1
18487,0,17,0,NO,0.0,0,M,0,NOC,6,3.511428571428571,3.626666666666667,2.488235294117647,3.9909090909090903,0.881578947368421,0.07894736842105263,0.04,0.08,0
18496,1,18,0,NO,1.0,1,M,0,DIU,2,2.9299999999999997,2.033333333333333,2.9499999999999997,4.133333333333333,0.47058823529411764,0.3235294117647059,0.18181818181818182,0.0,1
18535,0,18,1,NO,0.0,0,M,0,NOC,9,3.7679999999999993,3.8736842105263154,3.85,3.5,1.0,0.0,0.0,0.0,0
18538,0,24,1,NO,0.0,0,F,0,NOC,7,3.9074999999999998,3.9481481481481473,3.8899999999999997,5.0,1.0,0.0,0.0,0.0,0
18574,1,32,0,SI,1.0,0,F,0,DIU,1,0.33,0.75,0.0,0.0,0.0,1.0,0.0,0.0,1
18592,1,17,0,NO,0.0,1,M,0,DIU,10,3.543636363636364,3.6974137931034488,3.06,3.6700000000000004,0.8085106382978723,0.0797872340425532,0.08064516129032258,0.03225806451612903,0
18621,1,17,1,NO,0.0,0,M,0,DIU,10,3.9000000000000004,3.9306451612903226,3.358333333333334,4.075,0.9204545454545454,0.0625,0.017543859649122806,0.03508771929824561,0
18657,0,18,0,NO,0.0,1,M,0,DIU,3,3.48,2.6526315789473682,2.9,3.7818181818181813,0.6428571428571429,0.09523809523809523,0.21428571428571427,0.0,0
18659,1,17,0,NO,0.0,0,M,0,DIU,12,3.646428571428571,3.8283185840707956,2.837931034482759,4.326086956521739,0.6855895196506551,0.05240174672489083,0.22972972972972974,0.02702702702702703,0
18671,0,20,0,NO,1.0,0,M,0,NOC,2,3.54,3.3333333333333335,2.2,4.2,0.72,0.28,0.0,0.0,1
18674,0,20,0,NO,2.0,0,M,0,NOC,2,1.5899999999999999,1.95,0.5,2.2,0.2857142857142857,0.7142857142857143,0.0,0.0,1
18746,0,17,0,NO,3.0,0,M,0,NOC,3,2.07,2.4250000000000003,0.55,2.8571428571428577,0.4117647058823529,0.5882352941176471,0.0,0.0,1
18796,0,17,0,NO,1.0,1,M,0,DIU,2,2.17,1.8421052631578947,1.0,2.6199999999999997,0.34210526315789475,0.6578947368421053,0.0,0.0,1
18840,0,21,0,NO,2.0,1,M,0,NOC,4,2.645,3.742857142857143,2.4290322580645163,2.775,0.4716981132075472,0.39622641509433965,0.15,0.05,1
18864,0,18,0,NO,2.0,1,M,0,NOC,3,2.9133333333333336,2.9124999999999996,2.85,2.909090909090909,0.5777777777777777,0.3333333333333333,0.07142857142857142,0.07142857142857142,1
18876,0,19,0,NO,2.0,1,M,0,NOC,10,3.2481818181818185,3.7482142857142855,2.6085714285714285,3.1857142857142855,0.6592592592592592,0.14814814814814814,0.2,0.08888888888888889,1
18888,0,16,1,NO,0.0,0,M,0,NOC,7,4.0200000000000005,4.022222222222222,0.0,0.0,1.0,0.0,0.0,0.0,0
18951,1,17,0,NO,0.0,1,M,0,DIU,6,4.125,4.230303030303031,4.0625,3.9200000000000004,0.8943089430894309,0.0,0.12195121951219512,0.0,0
18965,0,18,1,NO,0.0,0,F,0,NOC,9,3.503636363636363,4.06140350877193,2.8343749999999996,3.841176470588235,0.8495575221238938,0.1504424778761062,0.0,0.08108108108108109,0
18984,0,28,0,NO,2.0,0,M,0,NOC,5,3.044,3.2444444444444445,1.89,4.528571428571429,0.5094339622641509,0.3018867924528302,0.15789473684210525,0.05263157894736842,1
18999,0,17,1,NO,1.0,1,M,0,NOC,11,3.143333333333334,3.638983050847458,2.463636363636364,3.9,0.6906474820143885,0.2446043165467626,0.06521739130434782,0.21739130434782608,1
19002,0,19,0,NO,3.0,0,M,0,NOC,3,2.27,2.3600000000000003,1.85,2.6,0.15,0.375,0.5,0.0,1
19028,1,18,0,NO,0.0,0,M,0,DIU,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
19087,0,17,0,NO,1.0,0,F,0,NOC,3,3.3433333333333333,4.2,2.8842105263157896,3.7,0.6341463414634146,0.14634146341463414,0.2,0.06666666666666667,1
19093,1,24,1,NO,0.0,0,M,0,DIU,5,4.616666666666666,4.49375,4.1,0.0,1.0,0.0,0.0,0.0,0
19160,0,17,1,NO,1.0,0,F,0,NOC,9,3.6370000000000005,3.9573170731707323,2.8785714285714286,3.2764705882352945,0.7371794871794872,0.10256410256410256,0.1702127659574468,0.10638297872340426,1
19221,0,18,0,NO,0.0,1,M,0,DIU,7,3.833333333333334,3.999999999999999,3.3071428571428574,4.044999999999999,0.9107142857142857,0.03571428571428571,0.058823529411764705,0.0,0
19279,1,18,0,NO,0.0,1,F,0,DIU,2,3.74,3.891666666666666,3.575,0.0,0.717948717948718,0.0,0.26666666666666666,0.0,0
19287,0,26,0,NO,1.0,0,M,0,NOC,5,2.39,1.78,0.0,0.0,0.23333333333333334,0.23333333333333334,0.5555555555555556,0.1111111111111111,1
19388,0,27,0,NO,0.0,0,M,0,NOC,4,4.055,4.176666666666667,3.6000000000000005,3.8846153846153846,0.7936507936507936,0.0,0.2,0.0,0
19391,1,19,0,NO,0.0,1,M,0,DIU,7,3.4585714285714286,3.509836065573771,2.6863636363636365,3.7176470588235295,0.5755395683453237,0.1223021582733813,0.3023255813953488,0.0,0
19395,0,20,0,NO,1.0,0,F,0,NOC,1,1.42,1.7,1.2,1.0,0.13333333333333333,0.8666666666666667,0.0,0.0,1
19396,1,22,0,NO,0.0,1,M,0,DIU,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
19408,0,18,0,NO,1.0,1,M,0,NOC,4,2.832,3.420689655172414,2.0,3.135714285714286,0.6212121212121212,0.2727272727272727,0.1,0.05,1
19430,1,21,0,NO,2.0,1,M,0,DIU,3,2.3666666666666667,3.121052631578947,1.2899999999999998,3.5499999999999994,0.3492063492063492,0.20634920634920634,0.4090909090909091,0.045454545454545456,1
19526,0,18,0,NO,0.0,0,M,0,DIU,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
19591,1,24,1,NO,0.0,1,M,0,DIU,8,3.9671428571428566,4.12,3.357142857142857,3.7333333333333334,0.6881720430107527,0.0,0.21212121212121213,0.0,0
19606,0,17,0,NO,1.0,0,M,0,NOC,6,2.9614285714285713,3.0511111111111116,1.9333333333333331,4.4363636363636365,0.7692307692307693,0.23076923076923078,0.0,0.08,1
19616,1,17,1,NO,0.0,0,M,0,DIU,10,3.794166666666666,3.8174603174603177,3.0185185185185186,4.035000000000001,0.7892156862745098,0.06862745098039216,0.13636363636363635,0.030303030303030304,0
19625,0,18,1,NO,0.0,0,M,1,DIU,1,4.15,4.35,0.0,3.9,1.0,0.0,0.0,0.0,0
19645,0,18,1,NO,0.0,0,M,0,NOC,8,4.188750000000001,4.196610169491525,3.8000000000000003,4.414285714285714,0.8347826086956521,0.05217391304347826,0.10526315789473684,0.0,0
19648,0,24,0,NO,0.0,0,M,0,NOC,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
19673,0,18,1,NO,1.0,0,F,0,NOC,9,3.6399999999999997,3.6551724137931036,3.09375,4.01764705882353,0.7333333333333333,0.15555555555555556,0.11904761904761904,0.023809523809523808,1
19730,0,17,0,NO,0.0,0,M,0,NOC,2,4.32,4.375,4.914285714285714,3.6875,1.0,0.0,0.0,0.0,0
19802,1,19,0,NO,0.0,0,M,0,DIU,4,3.625,3.611764705882353,3.005263157894737,3.728571428571428,0.7402597402597403,0.07792207792207792,0.16666666666666666,0.0,0
19836,0,18,0,NO,2.0,1,M,0,NOC,1,1.54,1.525,2.0,1.0,0.0,1.0,0.0,0.0,1
19851,1,17,0,NO,0.0,1,M,0,DIU,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
19887,0,19,0,NO,0.0,1,M,0,DIU,3,4.133333333333334,4.62,3.8590909090909093,3.8909090909090907,0.7894736842105263,0.05263157894736842,0.15,0.0,0
19937,1,17,0,NO,1.0,1,M,0,DIU,4,2.9775,2.5833333333333335,1.7571428571428573,3.7699999999999996,0.38372093023255816,0.29069767441860467,0.3076923076923077,0.0,1
19948,0,19,0,NO,0.0,0,F,0,DIU,2,2.925,4.042857142857143,2.16875,3.7399999999999998,0.5625,0.3125,0.08333333333333333,0.0,0
19963,0,18,0,NO,0.0,0,M,0,DIU,3,3.91,3.6600000000000006,3.79,4.554545454545455,0.8181818181818182,0.0,0.13333333333333333,0.0,0
19971,1,17,0,NO,1.0,0,M,0,DIU,2,2.58,2.4499999999999997,1.26,3.1090909090909093,0.5405405405405406,0.4594594594594595,0.0,0.08333333333333333,1
19975,1,18,0,NO,0.0,1,M,0,DIU,2,3.9499999999999997,4.1875,3.5200000000000005,3.9909090909090907,0.925,0.0,0.07692307692307693,0.0,0
20082,0,17,0,NO,0.0,0,F,0,DIU,9,3.438,3.9,3.1,3.7176470588235295,0.6929133858267716,0.12598425196850394,0.16666666666666666,0.11904761904761904,0
20084,0,18,1,NO,0.0,0,F,0,DIU,7,3.621428571428571,3.855555555555556,3.4319999999999995,3.925,0.8839285714285714,0.08035714285714286,0.02702702702702703,0.08108108108108109,0
20093,1,19,0,NO,1.0,0,M,0,DIU,1,3.54,3.3,0.0,2.7000000000000006,0.6111111111111112,0.0,0.3333333333333333,0.0,1
20104,1,20,0,NO,1.0,1,M,0,DIU,1,3.79,3.7875,1.5,2.4,0.3333333333333333,0.0,0.6363636363636364,0.0,1
20129,0,18,0,NO,0.0,0,M,0,NOC,2,3.1,4.4,2.8125,3.2999999999999994,0.3103448275862069,0.13793103448275862,0.5454545454545454,0.09090909090909091,0
20130,1,17,0,SI,2.0,0,M,0,DIU,3,3.05,3.25,2.7000000000000006,3.0,0.4,0.4,0.2,0.0,1
20163,1,18,0,NO,1.0,0,M,0,DIU,2,2.21,3.375,2.0,2.409090909090909,0.4444444444444444,0.19444444444444445,0.3333333333333333,0.0,1
20188,0,18,0,NO,1.0,0,M,0,NOC,1,1.4,1.0,1.3624999999999998,1.8,0.0,1.0,0.0,0.0,1
20221,0,18,0,NO,2.0,0,M,0,DIU,2,2.63,3.3,1.9625,3.6,0.48,0.52,0.0,0.2,1
20268,0,17,0,SI,1.0,1,M,0,NOC,1,1.44,1.425,1.0,2.1,0.13333333333333333,0.8666666666666667,0.0,0.0,1
20300,1,19,0,NO,0.0,0,M,0,DIU,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
20317,0,20,0,SI,1.0,0,M,0,DIU,1,2.21,3.8,1.7000000000000002,0.0,0.4117647058823529,0.5882352941176471,0.0,0.14285714285714285,1
20326,0,20,1,NO,2.0,1,M,0,NOC,5,3.9859999999999998,3.9820512820512817,4.7,4.7,0.6923076923076923,0.0,0.3333333333333333,0.047619047619047616,1
20466,1,19,0,NO,0.0,0,M,0,DIU,8,4.46875,4.55,4.4625,4.165000000000001,1.0,0.0,0.0,0.0,0
20514,0,17,0,NO,0.0,0,M,0,NOC,2,2.81,2.022222222222222,0.0,2.7333333333333334,0.5454545454545454,0.13636363636363635,0.25,0.125,0
20531,0,18,0,SI,1.0,0,M,0,NOC,1,1.37,1.1,1.0,2.6,0.0,1.0,0.0,0.0,1
20553,0,17,1,NO,1.0,0,M,0,NOC,11,4.08,3.9,3.7000000000000006,4.7,0.7142857142857143,0.0,0.25,0.0,1
20595,0,26,0,NO,0.0,1,M,0,NOC,3,3.1900000000000004,2.9333333333333336,0.0,3.575,0.34210526315789475,0.18421052631578946,0.4166666666666667,0.0,0
20602,0,17,1,NO,1.0,0,M,0,NOC,9,3.0675000000000003,3.1597014925373137,2.6333333333333337,3.7142857142857144,0.8461538461538461,0.10576923076923077,0.05714285714285714,0.0,1
20638,0,18,0,NO,0.0,0,M,0,DIU,3,3.39,3.7071428571428577,3.2428571428571433,3.4000000000000004,0.8928571428571429,0.10714285714285714,0.0,0.15,0
20652,1,16,0,NO,2.0,1,M,0,DIU,6,2.9450000000000003,3.036842105263158,2.4,0.0,0.42857142857142855,0.35714285714285715,0.25,0.0,1
20660,1,38,0,NO,1.0,0,M,0,DIU,12,3.375714285714285,3.44921875,2.782608695652174,4.199999999999999,0.6666666666666666,0.14553990610328638,0.17647058823529413,0.014705882352941176,1
20687,0,16,1,NO,1.0,0,M,0,NOC,7,3.281428571428571,3.294202898550725,2.9777777777777774,3.8285714285714287,0.900990099009901,0.09900990099009901,0.0,0.0,1
20705,1,17,0,SI,1.0,0,M,0,DIU,2,2.71,2.875,1.3,3.4499999999999997,0.18421052631578946,0.2894736842105263,0.5,0.0,1
20797,0,17,1,NO,0.0,0,M,0,NOC,10,3.9299999999999997,3.950847457627119,3.34,4.6,0.8117647058823529,0.03529411764705882,0.15384615384615385,0.0,0
20855,1,18,0,NO,0.0,1,F,0,DIU,5,3.6340000000000003,3.5431372549019606,3.378260869565218,3.7600000000000002,0.925531914893617,0.031914893617021274,0.03333333333333333,0.03333333333333333,0
20938,1,22,0,NO,1.0,0,M,0,DIU,7,2.83,2.8333333333333335,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,1
20951,1,17,1,NO,0.0,0,F,0,DIU,11,4.2425,4.4750000000000005,3.675,4.215000000000001,0.9037433155080213,0.0213903743315508,0.08196721311475409,0.0,0
20982,0,19,1,NO,2.0,0,F,0,DIU,6,3.7199999999999998,3.7709090909090914,3.5888888888888886,0.0,0.8588235294117647,0.03529411764705882,0.10714285714285714,0.03571428571428571,1
20999,0,19,0,NO,0.0,0,M,0,NOC,2,3.17,3.0555555555555554,0.0,3.1749999999999994,0.6,0.12,0.2222222222222222,0.1111111111111111,0
21028,0,25,0,SI,3.0,1,F,0,NOC,2,2.7,0.0,2.6999999999999997,0.0,0.13636363636363635,0.13636363636363635,0.75,0.0,1
21059,0,18,0,NO,2.0,0,M,0,NOC,3,2.5066666666666664,2.8133333333333335,1.0,3.4,0.5142857142857142,0.4857142857142857,0.0,0.0,1
21083,0,17,0,NO,0.0,0,M,0,DIU,3,3.3266666666666667,3.2920000000000003,2.9000000000000004,3.74,0.7307692307692307,0.19230769230769232,0.0625,0.0,0
21111,0,18,0,NO,1.0,0,M,0,DIU,4,3.4524999999999997,4.027777777777778,3.0500000000000003,2.742857142857143,0.6461538461538462,0.16923076923076924,0.17391304347826086,0.0,1
21118,0,18,0,NO,0.0,0,M,0,DIU,3,3.7125000000000004,3.7947368421052627,3.0000000000000004,4.300000000000001,0.8333333333333334,0.08333333333333333,0.0625,0.0625,0
21124,0,17,0,SI,1.0,0,M,0,NOC,1,0.51,0.0,0.8375,0.0,0.0,0.8125,0.16666666666666666,0.0,1
21134,1,19,0,NO,2.0,1,F,0,DIU,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
21135,0,17,0,NO,0.0,0,M,0,DIU,3,3.4450000000000003,3.542857142857143,3.4285714285714284,3.6454545454545455,0.4807692307692308,0.0,0.47058823529411764,0.058823529411764705,0
21156,1,18,0,NO,0.0,0,M,0,DIU,1,0.0,1.0,0.0,0.8000000000000002,0.0,0.0,1.0,0.0,0
21180,0,17,0,NO,0.0,0,M,0,NOC,3,3.93,4.128571428571429,3.5,3.9200000000000004,1.0,0.0,0.0,0.0,0
21205,0,23,0,NO,1.0,0,F,0,NOC,4,3.06,3.082608695652174,2.37,4.3,0.3684210526315789,0.2982456140350877,0.3333333333333333,0.0,1
21296,0,18,1,NO,0.0,0,M,0,NOC,7,4.35,4.358461538461538,3.85,3.8545454545454536,1.0,0.0,0.0,0.0,0
21318,1,17,0,NO,0.0,0,M,0,DIU,2,3.525,3.5333333333333337,2.0,3.409090909090909,0.42105263157894735,0.21052631578947367,0.3333333333333333,0.08333333333333333,0
21331,0,17,0,NO,1.0,1,M,0,DIU,3,2.735,1.9055555555555554,1.35,3.128571428571429,0.275,0.4,0.2857142857142857,0.0,1
21333,1,20,1,NO,0.0,0,M,0,DIU,7,4.093333333333334,4.5,3.9,3.0,1.0,0.0,0.0,0.0,0
21388,1,16,1,NO,0.0,0,M,0,DIU,14,4.85,4.88,0.0,0.0,0.2631578947368421,0.0,0.0,0.0,0
21400,0,18,0,NO,0.0,0,M,0,NOC,1,3.8,3.05,0.0,4.300000000000001,1.0,0.0,0.0,0.0,0
21427,0,22,0,NO,0.0,0,M,0,DIU,1,3.11,4.1,2.815384615384616,0.0,0.7647058823529411,0.23529411764705882,0.0,0.0,0
21443,0,17,0,NO,1.0,0,M,0,NOC,4,2.2333333333333334,3.2666666666666666,1.05,3.875,0.5121951219512195,0.1951219512195122,0.2857142857142857,0.0,1
21450,1,21,0,NO,0.0,0,M,0,DIU,5,3.88,4.145454545454546,3.4124999999999996,4.07,0.9239130434782609,0.03260869565217391,0.06451612903225806,0.03225806451612903,0
21621,0,24,0,NO,0.0,0,F,0,DIU,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
21634,0,30,0,NO,0.0,0,F,0,NOC,2,2.87,2.5999999999999996,2.811111111111111,3.7999999999999994,0.55,0.25,0.125,0.125,0
21637,0,20,0,NO,1.0,1,M,0,NOC,3,1.0,1.0,1.0,0.0,0.0,0.8181818181818182,0.25,0.0,1
21667,0,17,1,NO,0.0,0,M,0,DIU,8,3.771428571428572,3.7382716049382716,3.6,3.658823529411765,0.918918918918919,0.05405405405405406,0.02857142857142857,0.0,0
21674,0,18,1,NO,0.0,0,M,0,NOC,7,3.932,4.061538461538461,3.4,3.709090909090909,1.0,0.0,0.0,0.0,0
21704,0,21,0,NO,0.0,0,M,0,NOC,4,3.8049999999999997,3.5076923076923077,3.6999999999999997,3.925,0.8235294117647058,0.0,0.16666666666666666,0.0,0
21797,0,17,0,NO,2.0,0,M,0,DIU,3,3.0499999999999994,3.2681818181818185,2.2,3.18,0.5555555555555556,0.4444444444444444,0.0,0.0,1
21901,1,17,0,NO,0.0,1,M,0,DIU,8,3.71625,3.7435294117647064,2.8280000000000003,4.215000000000001,0.8602941176470589,0.11764705882352941,0.023809523809523808,0.047619047619047616,0
21917,1,16,0,NO,0.0,1,M,0,DIU,6,3.8433333333333337,3.875,3.6041666666666674,4.165,0.9642857142857143,0.0,0.027777777777777776,0.0,0
21925,0,17,0,NO,2.0,1,M,0,NOC,2,1.165,0.9166666666666666,0.0,2.45,0.15625,0.53125,0.3,0.0,1
21934,0,19,0,NO,2.0,0,F,0,NOC,10,3.2049999999999996,3.724489795918367,2.968571428571429,4.085714285714286,0.6967213114754098,0.16393442622950818,0.125,0.125,1
21990,0,16,1,NO,0.0,1,M,0,NOC,7,3.857142857142857,4.2140350877192985,3.06896551724138,4.2142857142857135,0.8888888888888888,0.037037037037037035,0.08333333333333333,0.027777777777777776,0
22053,1,17,0,NO,0.0,0,M,0,DIU,1,4.08,2.7,0.0,4.2,0.5555555555555556,0.0,0.3333333333333333,0.0,0
22062,0,17,0,NO,0.0,1,F,0,NOC,3,2.9875,4.175,3.069230769230769,4.490909090909091,0.7307692307692307,0.19230769230769232,0.05555555555555555,0.05555555555555555,0
22078,1,18,0,NO,0.0,0,M,0,DIU,1,2.95,3.35,3.5,2.05,0.7222222222222222,0.2777777777777778,0.0,0.0,0
22088,0,24,0,NO,2.0,1,M,0,NOC,2,3.73,3.95,3.6000000000000005,4.2,0.8846153846153846,0.0,0.1,0.0,1
22187,0,20,0,NO,0.0,0,M,0,NOC,2,3.46,3.011111111111111,3.1,3.9499999999999997,0.88,0.12,0.0,0.0,0
22203,0,17,0,NO,2.0,0,M,0,DIU,6,3.0383333333333336,3.0000000000000004,2.9785714285714286,3.246153846153846,0.512396694214876,0.23140495867768596,0.2631578947368421,0.05263157894736842,1
